0,0,0
0.0298344,0.017873,0.0168675
0.0247457,0.0106372,-0.00686901
0.0228604,0.0162223,0.03222621
0.00903354,0.0334903,0.0884655
-0.0165537,0.0451821,0.213733
-0.0382937,0.00191298,0.169535
-0.030299,0.00614843,0.16807
-0.0202967,-0.0256287,0.166326
-0.00576518,-0.0324546,0.186455
-0.00280204,-0.00463598,0.171707
0.0199187,-0.0169745,0.213283
0.0226918,-0.0339377,0.156836
0.0210518,-0.00278221,0.200517
0.0480225,0.00645016,0.221876
0.00858069,0.012567,0.177165
0.0144045,0.0520187,0.193137
-0.0197434,0.0253847,0.248617
-0.0307159,0.0318791,0.283092
-0.0229975,0.00571976,0.283667
-0.0298122,0.0122152,0.273419
-0.0403135,-0.0188677,0.287953
-0.00377685,-0.037121,0.271621
-0.0081367,-0.0192152,0.255321
-0.00412167,-0.0241184,0.261944
0.0218626,0.0101063,0.225942
0.027052,-0.0184974,0.238629
0.00965495,0.0306935,0.313441
0.022943,0.0355174,0.335439
0.00607569,0.0336023,0.354515
-0.0242285,0.025472,0.363369
-0.00967879,0.0256703,0.344077
-0.0154462,0.0177165,0.384794
-0.0233018,0.00642722,0.381317
-0.0220877,-0.0219016,0.381383
-0.0196645,-0.0328652,0.382929
0.010625,-0.0127336,0.411233
0.0244596,-0.0240128,0.435834
0.0167247,0.0134555,0.473117
0.0249625,0.00545068,0.426639
0.0127063,0.0287837,0.440998
0.00366171,0.0223369,0.444975
-0.0201717,0.0188766,0.511956
-0.0239851,0.03672,0.455013
-0.00948715,0.0172936,0.490228
-0.0227925,0.00533592,0.568062
-0.0207345,-0.0129659,0.556026
-0.00642075,-0.0177889,0.566338
0.0108101,-0.0212067,0.654783
0.0284846,-0.00157111,0.754265
0.0127269,-0.0149636,0.453938
0.0283256,-0.0179221,0.467124
0.0211247,0.0039767,0.647965
0.0196429,0.00446981,0.599709
-0.00878289,0.0391312,0.531948
0.00566379,0.0158848,0.235059
-0.0304323,0.0142987,0.369253
-0.0240252,0.0207428,0.300649
-0.0298959,-0.0156625,0.463771
-0.0136615,-0.00880487,0.429658
-0.00878418,-0.0364897,0.392976
0.0152667,-0.0151865,0.399739
0.0178503,-0.0244463,0.356202
0.029008,-0.0293152,0.298577
0.0277214,0.00149357,0.447067
0.0213224,0.0153921,0.479948
0.0080947,0.0068439,0.507195
-0.00339686,0.0333857,0.432719
-0.0124531,0.0180957,0.458791
-0.0224885,0.0158509,0.578061
-0.0171629,-0.00609749,0.686596
-0.017178,0.0057834,0.520641
-0.0276868,0.0141284,0.598295
0.00446562,-0.0265958,0.436153
0.0308606,-0.0205583,0.669357
0.0391532,-0.0494118,0.590666
0.0237303,-0.00124957,0.648084
0.0316595,0.0100836,0.663792
0.0113243,0.0423812,0.829569
